game_id,date,matchup,home_pitcher,home_era,away_pitcher,away_era,market,pick,model_prob,model_confidence,market_line,evaluation,evaluation_es,status,actual_score,actual_result,updated_at
824638,2026-08-28,Cincinnati Reds @ Chicago Cubs,David Peterson,5.17,Rhett Lowder,5.13,MONEYLINE,Chicago Cubs,54.0%,59.89,N/A,PARTIDO_CERRADO,⭐ Partido cerrado,LOSS,10 - 8,10 a 8 (V-L),2026-08-29T20:30:04.300624
824638,2026-08-28,Cincinnati Reds @ Chicago Cubs,David Peterson,5.17,Rhett Lowder,5.13,TOTALS,OVER,68.9%,87.92,8.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,10 - 8,18,2026-08-29T20:30:04.300644
824638,2026-08-28,Cincinnati Reds @ Chicago Cubs,David Peterson,5.17,Rhett Lowder,5.13,TEAM_TOTAL_HOME_ALT_2.5,OVER,87.4%,92.8,2.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,10 - 8,8,2026-08-29T20:30:04.300649
824638,2026-08-28,Cincinnati Reds @ Chicago Cubs,David Peterson,5.17,Rhett Lowder,5.13,TEAM_TOTAL_HOME_ALT_3.5,OVER,73.2%,91.36,3.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,10 - 8,8,2026-08-29T20:30:04.300653
824638,2026-08-28,Cincinnati Reds @ Chicago Cubs,David Peterson,5.17,Rhett Lowder,5.13,TEAM_TOTAL_AWAY_ALT_2.5,OVER,89.3%,92.8,2.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,10 - 8,10,2026-08-29T20:30:04.300658
824638,2026-08-28,Cincinnati Reds @ Chicago Cubs,David Peterson,5.17,Rhett Lowder,5.13,TEAM_TOTAL_AWAY_ALT_3.5,OVER,76.5%,92.8,3.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,10 - 8,10,2026-08-29T20:30:04.300661
824231,2026-08-28,Los Angeles Dodgers @ Detroit Tigers,Drew Anderson,4.09,Tarik Skubal,2.91,MONEYLINE,Los Angeles Dodgers,53.6%,0.0,N/A,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),WIN,2 - 1,2 a 1 (V-L),2026-08-29T20:30:04.300666
824231,2026-08-28,Los Angeles Dodgers @ Detroit Tigers,Drew Anderson,4.09,Tarik Skubal,2.91,TOTALS,UNDER,55.1%,0.0,7.5,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),WIN,2 - 1,3,2026-08-29T20:30:04.300669
824231,2026-08-28,Los Angeles Dodgers @ Detroit Tigers,Drew Anderson,4.09,Tarik Skubal,2.91,TEAM_TOTAL_HOME_ALT_2.5,OVER,78.6%,0.0,2.5,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),LOSS,2 - 1,1,2026-08-29T20:30:04.300672
824231,2026-08-28,Los Angeles Dodgers @ Detroit Tigers,Drew Anderson,4.09,Tarik Skubal,2.91,TEAM_TOTAL_HOME_ALT_3.5,OVER,59.9%,0.0,3.5,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),LOSS,2 - 1,1,2026-08-29T20:30:04.300675
824231,2026-08-28,Los Angeles Dodgers @ Detroit Tigers,Drew Anderson,4.09,Tarik Skubal,2.91,TEAM_TOTAL_AWAY_ALT_2.5,OVER,61.0%,0.0,2.5,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),LOSS,2 - 1,2,2026-08-29T20:30:04.300678
824231,2026-08-28,Los Angeles Dodgers @ Detroit Tigers,Drew Anderson,4.09,Tarik Skubal,2.91,TEAM_TOTAL_AWAY_ALT_3.5,UNDER,61.4%,0.0,3.5,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),WIN,2 - 1,2,2026-08-29T20:30:04.300681
822691,2026-08-28,Miami Marlins @ Washington Nationals,Jackson Kent,8.03,Eury Pérez,3.17,MONEYLINE,Miami Marlins,78.0%,0.0,N/A,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),LOSS,2 - 9,2 a 9 (V-L),2026-08-29T20:30:04.300684
822691,2026-08-28,Miami Marlins @ Washington Nationals,Jackson Kent,8.03,Eury Pérez,3.17,TOTALS,OVER,63.8%,0.0,8.5,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),WIN,2 - 9,11,2026-08-29T20:30:04.300687
822691,2026-08-28,Miami Marlins @ Washington Nationals,Jackson Kent,8.03,Eury Pérez,3.17,TEAM_TOTAL_HOME_ALT_2.5,OVER,95.6%,0.0,2.5,NO_PLAY_PITCHER,⛔ No Play (Pitcher Novato),WIN,2 - 9,9,2026-08-29T20:30:04.300690
