game_id,date,matchup,home_pitcher,home_era,away_pitcher,away_era,market,pick,model_prob,model_confidence,market_line,evaluation,evaluation_es,status,actual_score,actual_result,updated_at
824472,2026-09-01,San Diego Padres @ Cincinnati Reds,Nick Lodolo,5.24,Randy Vásquez,4.02,MONEYLINE,San Diego Padres,69.2%,82.89,N/A,FAVORABLE,⭐⭐⭐⭐ Favorable,LOSS,3 - 4,3 a 4 (V-L),2026-09-02T20:30:03.754627
824472,2026-09-01,San Diego Padres @ Cincinnati Reds,Nick Lodolo,5.24,Randy Vásquez,4.02,TOTALS,UNDER,53.3%,58.94,9.0,PARTIDO_CERRADO,⭐ Partido cerrado,WIN,3 - 4,7,2026-09-02T20:30:03.754641
824472,2026-09-01,San Diego Padres @ Cincinnati Reds,Nick Lodolo,5.24,Randy Vásquez,4.02,TEAM_TOTAL_HOME_ALT_2.5,OVER,88.4%,92.8,2.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,3 - 4,4,2026-09-02T20:30:03.754645
824472,2026-09-01,San Diego Padres @ Cincinnati Reds,Nick Lodolo,5.24,Randy Vásquez,4.02,TEAM_TOTAL_HOME_ALT_3.5,OVER,74.9%,92.72,3.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,3 - 4,4,2026-09-02T20:30:03.754649
824472,2026-09-01,San Diego Padres @ Cincinnati Reds,Nick Lodolo,5.24,Randy Vásquez,4.02,TEAM_TOTAL_AWAY_ALT_2.5,OVER,73.8%,91.84,2.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,3 - 4,3,2026-09-02T20:30:03.754652
824472,2026-09-01,San Diego Padres @ Cincinnati Reds,Nick Lodolo,5.24,Randy Vásquez,4.02,TEAM_TOTAL_AWAY_ALT_3.5,OVER,53.5%,59.1,3.5,PARTIDO_CERRADO,⭐ Partido cerrado,LOSS,3 - 4,3,2026-09-02T20:30:03.754654
824472,2026-09-01,San Diego Padres @ Cincinnati Reds,Nick Lodolo,5.24,Randy Vásquez,4.02,FIRST_INNING,YRFI,62.5%,82.78,0.5,FAVORABLE,⭐⭐⭐⭐ Favorable,READY,,,2026-09-01T20:30:02.540380
823340,2026-09-01,San Francisco Giants @ Pittsburgh Pirates,Paul Skenes,3.79,Logan Webb,3.72,MONEYLINE,San Francisco Giants,51.3%,51.7,N/A,PARTIDO_CERRADO,⭐ Partido cerrado,LOSS,12 - 13,12 a 13 (V-L),2026-09-02T20:30:03.754658
823340,2026-09-01,San Francisco Giants @ Pittsburgh Pirates,Paul Skenes,3.79,Logan Webb,3.72,TOTALS,UNDER,51.4%,51.12,7.5,PARTIDO_CERRADO,⭐ Partido cerrado,LOSS,12 - 13,25,2026-09-02T20:30:03.754660
823340,2026-09-01,San Francisco Giants @ Pittsburgh Pirates,Paul Skenes,3.79,Logan Webb,3.72,TEAM_TOTAL_HOME_ALT_2.5,OVER,71.8%,97.44,2.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,12 - 13,13,2026-09-02T20:30:03.754663
823340,2026-09-01,San Francisco Giants @ Pittsburgh Pirates,Paul Skenes,3.79,Logan Webb,3.72,TEAM_TOTAL_HOME_ALT_3.5,OVER,51.0%,50.8,3.5,PARTIDO_CERRADO,⭐ Partido cerrado,WIN,12 - 13,13,2026-09-02T20:30:03.754665
823340,2026-09-01,San Francisco Giants @ Pittsburgh Pirates,Paul Skenes,3.79,Logan Webb,3.72,TEAM_TOTAL_AWAY_ALT_2.5,OVER,73.9%,99.12,2.5,FAVORITO_FUERTE,⭐⭐⭐⭐⭐ Favorito fuerte,WIN,12 - 13,12,2026-09-02T20:30:03.754667
823340,2026-09-01,San Francisco Giants @ Pittsburgh Pirates,Paul Skenes,3.79,Logan Webb,3.72,TEAM_TOTAL_AWAY_ALT_3.5,OVER,53.7%,66.46,3.5,PARTIDO_CERRADO,⭐ Partido cerrado,WIN,12 - 13,12,2026-09-02T20:30:03.754669
823340,2026-09-01,San Francisco Giants @ Pittsburgh Pirates,Paul Skenes,3.79,Logan Webb,3.72,FIRST_INNING,YRFI,57.8%,78.78,0.5,FAVORABLE,⭐⭐⭐⭐ Favorable,READY,,,2026-09-01T20:30:02.774071
822929,2026-09-01,New York Mets @ Tampa Bay Rays,Freddy Peralta,5.11,Sean Manaea,4.55,MONEYLINE,New York Mets,52.7%,59.11,N/A,PARTIDO_CERRADO,⭐ Partido cerrado,LOSS,2 - 6,2 a 6 (V-L),2026-09-02T20:30:03.754673
