id,fecha,partido,equipo_local,equipo_visitante,hora_inicio,estadio,abridor_local,era_local,abridor_visitante,era_visitante,mercado,ganador_proyectado,probabilidad_local,probabilidad_visitante,diferencia_probabilidad,solidez_modelo,marcador_proyectado,evaluacion,estado,generado_en,version_modelo,estado_es,evaluacion_es,mercado_es,total_carreras_esperadas,linea_mercado_ou,lado_recomendado_ou,probabilidad_over_ou,probabilidad_under_ou,origen_linea_ou
822700,2026-08-09,Cincinnati Reds @ Washington Nationals,Washington Nationals,Cincinnati Reds,2026-08-09,Nationals Park,Brad Lord,3.81,Brady Singer,4.67,Ganador del partido,Cincinnati Reds,46.1%,53.9%,7.9%,0.0,N/A,NO_PLAY,READY,2026-08-09T04:13:58.399125,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,
822700,2026-08-09,Cincinnati Reds @ Washington Nationals,Washington Nationals,Cincinnati Reds,2026-08-09,Nationals Park,Brad Lord,3.81,Brady Singer,4.67,Más/Menos carreras,N/A,32.4%,67.6%,35.2%,0.0,N/A,NO_PLAY,READY,2026-08-09T04:13:58.399125,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,8.32,9.5,UNDER,32.4,67.6,MARKET
824724,2026-08-09,Athletics @ Boston Red Sox,Boston Red Sox,Athletics,2026-08-09,Fenway Park,TBD (HOME),0.0,J.T. Ginn,0.0,Ganador del partido,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WAITING_FOR_STARTER,2026-08-09T04:13:59.092209,1.0.0,Esperando abridor,N/A,Ganador del partido,,,,,,
824724,2026-08-09,Athletics @ Boston Red Sox,Boston Red Sox,Athletics,2026-08-09,Fenway Park,TBD (HOME),0.0,J.T. Ginn,0.0,Más/Menos carreras,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WAITING_FOR_STARTER,2026-08-09T04:13:59.092209,1.0.0,Esperando abridor,N/A,Más/Menos carreras,,,,,,
823345,2026-08-09,New York Mets @ Pittsburgh Pirates,Pittsburgh Pirates,New York Mets,2026-08-09,PNC Park,Jared Jones,4.02,Sean Manaea,4.33,Ganador del partido,Pittsburgh Pirates,53.9%,46.1%,7.8%,59.85,N/A,⭐ Partido cerrado,READY,2026-08-09T04:13:59.617888,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
823345,2026-08-09,New York Mets @ Pittsburgh Pirates,Pittsburgh Pirates,New York Mets,2026-08-09,PNC Park,Jared Jones,4.02,Sean Manaea,4.33,Más/Menos carreras,N/A,43.9%,56.1%,12.2%,70.18,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-09T04:13:59.617888,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Más/Menos carreras,7.79,8.0,UNDER,43.9,56.1,MARKET
823425,2026-08-09,Toronto Blue Jays @ Philadelphia Phillies,Philadelphia Phillies,Toronto Blue Jays,2026-08-09,Citizens Bank Park,Jesús Luzardo,3.36,Shane Bieber,5.11,Ganador del partido,Philadelphia Phillies,59.4%,40.6%,18.7%,78.44,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-09T04:14:00.382991,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,
823425,2026-08-09,Toronto Blue Jays @ Philadelphia Phillies,Philadelphia Phillies,Toronto Blue Jays,2026-08-09,Citizens Bank Park,Jesús Luzardo,3.36,Shane Bieber,5.11,Más/Menos carreras,N/A,29.1%,70.9%,41.8%,96.72,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-09T04:14:00.382991,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,7.15,8.5,UNDER,29.1,70.9,MARKET
823513,2026-08-09,Atlanta Braves @ New York Yankees,New York Yankees,Atlanta Braves,2026-08-09,Yankee Stadium,Cam Schlittler,2.26,Grant Holmes,3.67,Ganador del partido,New York Yankees,51.2%,48.8%,2.5%,51.65,N/A,⭐ Partido cerrado,READY,2026-08-09T04:14:00.899098,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
823513,2026-08-09,Atlanta Braves @ New York Yankees,New York Yankees,Atlanta Braves,2026-08-09,Yankee Stadium,Cam Schlittler,2.26,Grant Holmes,3.67,Más/Menos carreras,N/A,16.0%,84.0%,68.0%,100.0,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-09T04:14:00.899098,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,6.07,8.5,UNDER,16.0,84.0,MARKET
823835,2026-08-09,Los Angeles Angels @ Miami Marlins,Miami Marlins,Los Angeles Angels,2026-08-09,loanDepot park,Ryan Gusto,4.8,Grayson Rodriguez,7.24,Ganador del partido,Miami Marlins,72.9%,27.1%,45.8%,77.16,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-09T04:14:01.440546,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
823835,2026-08-09,Los Angeles Angels @ Miami Marlins,Miami Marlins,Los Angeles Angels,2026-08-09,loanDepot park,Ryan Gusto,4.8,Grayson Rodriguez,7.24,Más/Menos carreras,N/A,64.3%,35.7%,28.6%,77.04,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-09T04:14:01.440546,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Más/Menos carreras,9.79,8.5,OVER,64.3,35.7,MARKET
824078,2026-08-09,Chicago Cubs @ Kansas City Royals,Kansas City Royals,Chicago Cubs,2026-08-09,Kauffman Stadium,Randy Dobnak,1.16,Matthew Boyd,3.59,Ganador del partido,Chicago Cubs,50.0%,50.0%,0.0%,0.0,N/A,NO_PLAY,READY,2026-08-09T04:14:01.969541,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,
824078,2026-08-09,Chicago Cubs @ Kansas City Royals,Kansas City Royals,Chicago Cubs,2026-08-09,Kauffman Stadium,Randy Dobnak,1.16,Matthew Boyd,3.59,Más/Menos carreras,N/A,1.9%,98.1%,96.2%,0.0,N/A,NO_PLAY,READY,2026-08-09T04:14:01.969541,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,5.25,10.0,UNDER,1.9,98.1,MARKET
824564,2026-08-09,Cleveland Guardians @ Chicago White Sox,Chicago White Sox,Cleveland Guardians,2026-08-09,Rate Field,Davis Martin,4.13,Joey Cantillo,3.87,Ganador del partido,Chicago White Sox,50.4%,49.5%,0.9%,50.67,N/A,⭐ Partido cerrado,READY,2026-08-09T04:14:02.477559,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
824564,2026-08-09,Cleveland Guardians @ Chicago White Sox,Chicago White Sox,Cleveland Guardians,2026-08-09,Rate Field,Davis Martin,4.13,Joey Cantillo,3.87,Más/Menos carreras,N/A,38.3%,61.7%,23.4%,89.36,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-09T04:14:02.477559,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,7.83,8.5,UNDER,38.3,61.7,MARKET
823751,2026-08-09,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,Minnesota Twins,2026-08-09,American Family Field,Jacob Misiorowski,1.63,Connor Prielipp,4.75,Ganador del partido,Milwaukee Brewers,62.4%,37.6%,24.8%,79.66,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-09T04:14:03.025152,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,
823751,2026-08-09,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,Minnesota Twins,2026-08-09,American Family Field,Jacob Misiorowski,1.63,Connor Prielipp,4.75,Más/Menos carreras,N/A,36.1%,63.9%,27.8%,91.12,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-09T04:14:03.025152,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,6.73,7.5,UNDER,36.1,63.9,MARKET
823020,2026-08-09,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,Colorado Rockies,2026-08-09,Busch Stadium,Michael McGreevy,3.59,Michael Lorenzen,6.94,Ganador del partido,St. Louis Cardinals,63.5%,36.5%,26.9%,80.09,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-09T04:14:03.551339,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,
823020,2026-08-09,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,Colorado Rockies,2026-08-09,Busch Stadium,Michael McGreevy,3.59,Michael Lorenzen,6.94,Más/Menos carreras,N/A,56.6%,43.4%,13.2%,77.78,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-09T04:14:03.551339,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Más/Menos carreras,10.19,9.5,OVER,56.6,43.4,MARKET
822862,2026-08-09,Baltimore Orioles @ Texas Rangers,Texas Rangers,Baltimore Orioles,2026-08-09,Globe Life Field,Kumar Rocker,4.08,Cade Povich,3.91,Ganador del partido,Texas Rangers,50.4%,49.6%,0.8%,43.38,N/A,⭐ Partido cerrado,READY,2026-08-09T04:14:04.105065,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
822862,2026-08-09,Baltimore Orioles @ Texas Rangers,Texas Rangers,Baltimore Orioles,2026-08-09,Globe Life Field,Kumar Rocker,4.08,Cade Povich,3.91,Más/Menos carreras,N/A,43.7%,56.3%,12.6%,70.34,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-09T04:14:04.105065,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Más/Menos carreras,7.77,8.0,UNDER,43.7,56.3,MARKET
823190,2026-08-09,Detroit Tigers @ San Francisco Giants,San Francisco Giants,Detroit Tigers,2026-08-09,Oracle Park,Logan Webb,3.74,Troy Melton,1.58,Ganador del partido,Detroit Tigers,25.8%,74.2%,48.4%,92.07,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-09T04:14:04.612062,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Ganador del partido,,,,,,
823190,2026-08-09,Detroit Tigers @ San Francisco Giants,San Francisco Giants,Detroit Tigers,2026-08-09,Oracle Park,Logan Webb,3.74,Troy Melton,1.58,Más/Menos carreras,N/A,25.3%,74.7%,49.4%,99.76,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-09T04:14:04.612062,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,5.98,7.5,UNDER,25.3,74.7,MARKET
