id,fecha,partido,equipo_local,equipo_visitante,hora_inicio,estadio,abridor_local,era_local,abridor_visitante,era_visitante,mercado,ganador_proyectado,probabilidad_local,probabilidad_visitante,diferencia_probabilidad,solidez_modelo,marcador_proyectado,evaluacion,estado,generado_en,version_modelo,estado_es,evaluacion_es,mercado_es,total_carreras_esperadas,linea_mercado_ou,lado_recomendado_ou,probabilidad_over_ou,probabilidad_under_ou,origen_linea_ou
824399,2026-08-14,San Diego Padres @ Cleveland Guardians,Cleveland Guardians,San Diego Padres,2026-08-14,Progressive Field,Gavin Williams,3.55,Michael King,3.37,Ganador del partido,San Diego Padres,46.7%,53.3%,6.5%,66.65,N/A,⭐ Partido cerrado,READY,2026-08-14T22:14:14.991132,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
824399,2026-08-14,San Diego Padres @ Cleveland Guardians,Cleveland Guardians,San Diego Padres,2026-08-14,Progressive Field,Gavin Williams,3.55,Michael King,3.37,Más/Menos carreras,N/A,43.1%,56.9%,13.8%,78.02,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-14T22:14:14.991144,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Más/Menos carreras,6.77,7.0,UNDER,43.1,56.9,MARKET
822942,2026-08-14,Baltimore Orioles @ Tampa Bay Rays,Tampa Bay Rays,Baltimore Orioles,2026-08-14,Tropicana Field,Steven Matz,5.46,Chris Bassitt,5.27,Ganador del partido,Tampa Bay Rays,68.2%,31.8%,36.4%,75.28,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-14T22:14:15.149654,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
822942,2026-08-14,Baltimore Orioles @ Tampa Bay Rays,Tampa Bay Rays,Baltimore Orioles,2026-08-14,Tropicana Field,Steven Matz,5.46,Chris Bassitt,5.27,Más/Menos carreras,N/A,75.3%,24.7%,50.6%,85.6,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-14T22:14:15.149667,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Más/Menos carreras,10.01,8.0,OVER,75.3,24.7,MARKET
824882,2026-08-14,Arizona Diamondbacks @ Atlanta Braves,Atlanta Braves,Arizona Diamondbacks,2026-08-14,Truist Park,Chris Sale,2.2,Brandon Pfaadt,3.36,Ganador del partido,Atlanta Braves,52.8%,47.1%,5.7%,66.41,N/A,⭐ Partido cerrado,READY,2026-08-14T22:14:15.296112,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
824882,2026-08-14,Arizona Diamondbacks @ Atlanta Braves,Atlanta Braves,Arizona Diamondbacks,2026-08-14,Truist Park,Chris Sale,2.2,Brandon Pfaadt,3.36,Más/Menos carreras,N/A,21.2%,78.8%,57.6%,100.0,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-14T22:14:15.296124,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,6.32,8.0,UNDER,21.2,78.8,MARKET
822777,2026-08-14,New York Yankees @ Toronto Blue Jays,Toronto Blue Jays,New York Yankees,2026-08-14,Rogers Centre,Shane Bieber,5.48,Gerrit Cole,3.35,Ganador del partido,New York Yankees,34.0%,66.0%,31.9%,74.23,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-14T22:14:15.424539,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
822777,2026-08-14,New York Yankees @ Toronto Blue Jays,Toronto Blue Jays,New York Yankees,2026-08-14,Rogers Centre,Shane Bieber,5.48,Gerrit Cole,3.35,Más/Menos carreras,N/A,42.9%,57.1%,14.2%,63.78,N/A,⭐ Partido cerrado,READY,2026-08-14T22:14:15.424553,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.73,8.0,UNDER,42.9,57.1,MARKET
824159,2026-08-14,Seattle Mariners @ Houston Astros,Houston Astros,Seattle Mariners,2026-08-14,Daikin Park,Peter Lambert,3.09,George Kirby,3.68,Ganador del partido,Houston Astros,59.8%,40.2%,19.5%,78.61,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-14T22:14:15.563995,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,
824159,2026-08-14,Seattle Mariners @ Houston Astros,Houston Astros,Seattle Mariners,2026-08-14,Daikin Park,Peter Lambert,3.09,George Kirby,3.68,Más/Menos carreras,N/A,31.8%,68.2%,36.4%,94.56,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-14T22:14:15.564012,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,7.04,8.0,UNDER,31.8,68.2,MARKET
823993,2026-08-14,Kansas City Royals @ Los Angeles Angels,Los Angeles Angels,Kansas City Royals,2026-08-14,Angel Stadium,Grayson Rodriguez,7.2,Seth Lugo,4.41,Ganador del partido,Kansas City Royals,38.5%,61.5%,22.9%,72.08,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-14T22:14:15.735713,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
823993,2026-08-14,Kansas City Royals @ Los Angeles Angels,Los Angeles Angels,Kansas City Royals,2026-08-14,Angel Stadium,Grayson Rodriguez,7.2,Seth Lugo,4.41,Más/Menos carreras,N/A,62.1%,37.9%,24.2%,82.48,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-14T22:14:15.735728,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Más/Menos carreras,9.61,8.5,OVER,62.1,37.9,MARKET
824968,2026-08-14,Texas Rangers @ Athletics,Athletics,Texas Rangers,2026-08-14,Sutter Health Park,TBD (HOME),0.0,Kumar Rocker,0.0,Ganador del partido,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WAITING_FOR_STARTER,2026-08-14T22:14:15.891119,1.0.0,Esperando abridor,N/A,Ganador del partido,,,,,,
824968,2026-08-14,Texas Rangers @ Athletics,Athletics,Texas Rangers,2026-08-14,Sutter Health Park,TBD (HOME),0.0,Kumar Rocker,0.0,Más/Menos carreras,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WAITING_FOR_STARTER,2026-08-14T22:14:15.891131,1.0.0,Esperando abridor,N/A,Más/Menos carreras,,,,,,
823913,2026-08-14,Milwaukee Brewers @ Los Angeles Dodgers,Los Angeles Dodgers,Milwaukee Brewers,2026-08-14,UNIQLO Field at Dodger Stadium,Yoshinobu Yamamoto,2.65,Robert Gasser,4.57,Ganador del partido,Los Angeles Dodgers,58.9%,41.1%,17.8%,78.27,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-14T22:14:16.034795,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,
823913,2026-08-14,Milwaukee Brewers @ Los Angeles Dodgers,Los Angeles Dodgers,Milwaukee Brewers,2026-08-14,UNIQLO Field at Dodger Stadium,Yoshinobu Yamamoto,2.65,Robert Gasser,4.57,Más/Menos carreras,N/A,49.0%,51.0%,2.0%,50.8,N/A,⭐ Partido cerrado,READY,2026-08-14T22:14:16.034814,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.6,7.5,UNDER,49.0,51.0,MARKET
823185,2026-08-14,Colorado Rockies @ San Francisco Giants,San Francisco Giants,Colorado Rockies,2026-08-14,Oracle Park,Landen Roupp,4.22,Kyle Freeland,6.63,Ganador del partido,San Francisco Giants,56.5%,43.5%,13.0%,68.29,N/A,⭐ Partido cerrado,READY,2026-08-14T22:14:16.184650,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
823185,2026-08-14,Colorado Rockies @ San Francisco Giants,San Francisco Giants,Colorado Rockies,2026-08-14,Oracle Park,Landen Roupp,4.22,Kyle Freeland,6.63,Más/Menos carreras,N/A,79.7%,20.3%,59.4%,100.0,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-14T22:14:16.184664,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,10.2,7.5,OVER,79.7,20.3,MARKET
