id,fecha,partido,equipo_local,equipo_visitante,hora_inicio,estadio,abridor_local,era_local,abridor_visitante,era_visitante,mercado,ganador_proyectado,probabilidad_local,probabilidad_visitante,diferencia_probabilidad,solidez_modelo,marcador_proyectado,evaluacion,estado,generado_en,version_modelo,estado_es,evaluacion_es,mercado_es,total_carreras_esperadas,linea_mercado_ou,lado_recomendado_ou,probabilidad_over_ou,probabilidad_under_ou,origen_linea_ou
824397,2026-08-16,San Diego Padres @ Cleveland Guardians,Cleveland Guardians,San Diego Padres,2026-08-16,Progressive Field,Tanner Bibee,3.99,Casey Mize,3.38,Ganador del partido,San Diego Padres,41.7%,58.3%,16.6%,78.02,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-16T09:30:03.361221,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,
824397,2026-08-16,San Diego Padres @ Cleveland Guardians,Cleveland Guardians,San Diego Padres,2026-08-16,Progressive Field,Tanner Bibee,3.99,Casey Mize,3.38,Más/Menos carreras,N/A,33.5%,66.5%,33.0%,93.2,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-16T09:30:03.361235,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,7.15,8.0,UNDER,33.5,66.5,MARKET
824236,2026-08-16,Chicago White Sox @ Detroit Tigers,Detroit Tigers,Chicago White Sox,2026-08-16,Comerica Park,Drew Anderson,3.91,Sean Burke,2.99,Ganador del partido,Chicago White Sox,41.9%,58.1%,16.3%,0.0,N/A,NO_PLAY,READY,2026-08-16T09:30:03.526032,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,
824236,2026-08-16,Chicago White Sox @ Detroit Tigers,Detroit Tigers,Chicago White Sox,2026-08-16,Comerica Park,Drew Anderson,3.91,Sean Burke,2.99,Más/Menos carreras,N/A,33.2%,66.8%,33.6%,0.0,N/A,NO_PLAY,READY,2026-08-16T09:30:03.526043,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,7.13,8.0,UNDER,33.2,66.8,MARKET
824477,2026-08-16,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,Miami Marlins,2026-08-16,Great American Ball Park,Nick Lodolo,4.86,Eury Pérez,3.39,Ganador del partido,Miami Marlins,41.3%,58.7%,17.5%,70.99,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-16T09:30:03.883727,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
824477,2026-08-16,Miami Marlins @ Cincinnati Reds,Cincinnati Reds,Miami Marlins,2026-08-16,Great American Ball Park,Nick Lodolo,4.86,Eury Pérez,3.39,Más/Menos carreras,N/A,31.8%,68.2%,36.4%,87.36,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-16T09:30:03.883742,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,7.96,9.0,UNDER,31.8,68.2,MARKET
823670,2026-08-16,Philadelphia Phillies @ Minnesota Twins,Minnesota Twins,Philadelphia Phillies,2026-08-16,Target Field,Dean Kremer,5.25,Andrew Painter,6.27,Ganador del partido,Philadelphia Phillies,50.0%,50.0%,0.1%,35.65,N/A,⭐ Partido cerrado,READY,2026-08-16T09:30:04.088069,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
823670,2026-08-16,Philadelphia Phillies @ Minnesota Twins,Minnesota Twins,Philadelphia Phillies,2026-08-16,Target Field,Dean Kremer,5.25,Andrew Painter,6.27,Más/Menos carreras,N/A,58.4%,41.6%,16.8%,64.82,N/A,⭐ Partido cerrado,READY,2026-08-16T09:30:04.088085,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,10.34,9.5,OVER,58.4,41.6,MARKET
824642,2026-08-16,St. Louis Cardinals @ Chicago Cubs,Chicago Cubs,St. Louis Cardinals,2026-08-16,Wrigley Field,Edward Cabrera,5.1,Hunter Dobbins,3.4,Ganador del partido,St. Louis Cardinals,39.1%,60.9%,21.7%,71.84,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-16T09:30:04.283262,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
824642,2026-08-16,St. Louis Cardinals @ Chicago Cubs,Chicago Cubs,St. Louis Cardinals,2026-08-16,Wrigley Field,Edward Cabrera,5.1,Hunter Dobbins,3.4,Más/Menos carreras,N/A,35.1%,64.9%,29.8%,84.72,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-16T09:30:04.283277,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Más/Menos carreras,8.19,9.0,UNDER,35.1,64.9,MARKET
823182,2026-08-16,Colorado Rockies @ San Francisco Giants,San Francisco Giants,Colorado Rockies,2026-08-16,Oracle Park,Blade Tidwell,2.78,Gabriel Hughes,5.61,Ganador del partido,San Francisco Giants,60.1%,39.9%,20.1%,0.0,N/A,NO_PLAY,READY,2026-08-16T09:30:04.484648,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,
823182,2026-08-16,Colorado Rockies @ San Francisco Giants,San Francisco Giants,Colorado Rockies,2026-08-16,Oracle Park,Blade Tidwell,2.78,Gabriel Hughes,5.61,Más/Menos carreras,N/A,57.8%,42.2%,15.6%,0.0,N/A,NO_PLAY,READY,2026-08-16T09:30:04.484664,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,8.67,8.0,OVER,57.8,42.2,MARKET
824965,2026-08-16,Texas Rangers @ Athletics,Athletics,Texas Rangers,2026-08-16,Sutter Health Park,Jacob Lopez,5.38,Cody Bradford,2.38,Ganador del partido,Texas Rangers,40.2%,59.8%,19.7%,71.44,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-16T09:30:04.672204,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
824965,2026-08-16,Texas Rangers @ Athletics,Athletics,Texas Rangers,2026-08-16,Sutter Health Park,Jacob Lopez,5.38,Cody Bradford,2.38,Más/Menos carreras,N/A,24.1%,75.9%,51.8%,92.8,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-16T09:30:04.672219,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,8.54,10.5,UNDER,24.1,75.9,MARKET
823991,2026-08-16,Kansas City Royals @ Los Angeles Angels,Los Angeles Angels,Kansas City Royals,2026-08-16,Angel Stadium,Ryan Johnson,6.71,Noah Cameron,4.45,Ganador del partido,Kansas City Royals,42.2%,57.8%,15.7%,63.43,N/A,⭐ Partido cerrado,READY,2026-08-16T09:30:04.848999,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
823991,2026-08-16,Kansas City Royals @ Los Angeles Angels,Los Angeles Angels,Kansas City Royals,2026-08-16,Angel Stadium,Ryan Johnson,6.71,Noah Cameron,4.45,Más/Menos carreras,N/A,48.2%,51.8%,3.6%,37.04,N/A,⭐ Partido cerrado,READY,2026-08-16T09:30:04.849012,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,9.53,9.5,UNDER,48.2,51.8,MARKET
823912,2026-08-16,Milwaukee Brewers @ Los Angeles Dodgers,Los Angeles Dodgers,Milwaukee Brewers,2026-08-16,UNIQLO Field at Dodger Stadium,Tarik Skubal,2.93,Logan Henderson,2.88,Ganador del partido,Los Angeles Dodgers,53.3%,46.7%,6.5%,59.46,N/A,⭐ Partido cerrado,READY,2026-08-16T09:30:05.027885,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
823912,2026-08-16,Milwaukee Brewers @ Los Angeles Dodgers,Los Angeles Dodgers,Milwaukee Brewers,2026-08-16,UNIQLO Field at Dodger Stadium,Tarik Skubal,2.93,Logan Henderson,2.88,Más/Menos carreras,N/A,33.3%,66.7%,33.4%,86.16,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-16T09:30:05.027917,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,6.54,7.5,UNDER,33.3,66.7,MARKET
824156,2026-08-16,Seattle Mariners @ Houston Astros,Houston Astros,Seattle Mariners,2026-08-16,Daikin Park,Hunter Brown,3.68,Bryan Woo,4.15,Ganador del partido,Houston Astros,60.0%,40.0%,19.9%,71.49,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-16T09:30:05.199517,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
824156,2026-08-16,Seattle Mariners @ Houston Astros,Houston Astros,Seattle Mariners,2026-08-16,Daikin Park,Hunter Brown,3.68,Bryan Woo,4.15,Más/Menos carreras,N/A,59.6%,40.4%,19.2%,72.98,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-16T09:30:05.199530,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Más/Menos carreras,8.36,7.5,OVER,59.6,40.4,MARKET
