game_id,date,matchup,market,target,probability_pct,line_value,actual_value,actual_outcome,is_correct,is_push
823349,2026-08-07,New York Mets @ Pittsburgh Pirates,MONEYLINE,away,56.43,0.0,6.0,away,True,False
823349,2026-08-07,New York Mets @ Pittsburgh Pirates,TOTALS,UNDER,80.4,8.5,10.0,OVER,False,False
823428,2026-08-07,Toronto Blue Jays @ Philadelphia Phillies,MONEYLINE,home,50.01,0.0,5.0,away,False,False
823428,2026-08-07,Toronto Blue Jays @ Philadelphia Phillies,TOTALS,UNDER,80.5,8.0,9.0,OVER,False,False
822699,2026-08-07,Cincinnati Reds @ Washington Nationals,MONEYLINE,home,55.77,0.0,5.0,home,True,False
822699,2026-08-07,Cincinnati Reds @ Washington Nationals,TOTALS,UNDER,55.3,9.0,8.0,UNDER,True,False
823515,2026-08-07,Atlanta Braves @ New York Yankees,MONEYLINE,away,51.17,0.0,3.0,home,False,False
823515,2026-08-07,Atlanta Braves @ New York Yankees,TOTALS,UNDER,68.8,8.0,5.0,UNDER,True,False
824727,2026-08-07,Athletics @ Boston Red Sox,MONEYLINE,home,75.2,0.0,13.0,home,True,False
824727,2026-08-07,Athletics @ Boston Red Sox,TOTALS,OVER,59.6,9.0,14.0,OVER,True,False
823836,2026-08-07,Los Angeles Angels @ Miami Marlins,MONEYLINE,home,73.27,0.0,4.0,away,False,False
823836,2026-08-07,Los Angeles Angels @ Miami Marlins,TOTALS,UNDER,61.9,9.0,7.0,UNDER,True,False
824566,2026-08-07,Cleveland Guardians @ Chicago White Sox,MONEYLINE,away,70.75,0.0,8.0,away,True,False
824566,2026-08-07,Cleveland Guardians @ Chicago White Sox,TOTALS,UNDER,61.0,8.5,10.0,OVER,False,False
823750,2026-08-07,Minnesota Twins @ Milwaukee Brewers,MONEYLINE,home,67.67,0.0,8.0,away,False,False
823750,2026-08-07,Minnesota Twins @ Milwaukee Brewers,TOTALS,OVER,55.5,8.0,14.0,OVER,True,False
824081,2026-08-07,Chicago Cubs @ Kansas City Royals,MONEYLINE,home,52.32,0.0,6.0,away,False,False
824081,2026-08-07,Chicago Cubs @ Kansas City Royals,TOTALS,UNDER,88.8,10.0,10.0,PUSH,False,True
823024,2026-08-07,Colorado Rockies @ St. Louis Cardinals,MONEYLINE,home,71.75,0.0,3.0,home,True,False
823024,2026-08-07,Colorado Rockies @ St. Louis Cardinals,TOTALS,OVER,60.2,8.5,5.0,UNDER,False,False
822863,2026-08-07,Baltimore Orioles @ Texas Rangers,MONEYLINE,away,50.92,0.0,2.0,home,False,False
822863,2026-08-07,Baltimore Orioles @ Texas Rangers,TOTALS,UNDER,59.6,8.0,3.0,UNDER,True,False
825051,2026-08-07,Los Angeles Dodgers @ Arizona Diamondbacks,MONEYLINE,away,51.01,0.0,4.0,home,False,False
825051,2026-08-07,Los Angeles Dodgers @ Arizona Diamondbacks,TOTALS,UNDER,51.3,9.0,7.0,UNDER,True,False
823266,2026-08-07,Houston Astros @ San Diego Padres,MONEYLINE,home,67.93,0.0,6.0,away,False,False
823266,2026-08-07,Houston Astros @ San Diego Padres,TOTALS,OVER,57.8,8.0,9.0,OVER,True,False
823103,2026-08-07,Tampa Bay Rays @ Seattle Mariners,MONEYLINE,away,59.42,0.0,2.0,away,True,False
823103,2026-08-07,Tampa Bay Rays @ Seattle Mariners,TOTALS,UNDER,59.9,7.0,3.0,UNDER,True,False
823191,2026-08-07,Detroit Tigers @ San Francisco Giants,MONEYLINE,away,62.66,0.0,5.0,home,False,False
823191,2026-08-07,Detroit Tigers @ San Francisco Giants,TOTALS,UNDER,78.6,8.5,7.0,UNDER,True,False
