game_id,date,matchup,market,target,probability_pct,line_value,actual_value,actual_outcome,is_correct,is_push
824240,2026-08-11,Cleveland Guardians @ Detroit Tigers,MONEYLINE,Detroit Tigers,51.9,0.0,4 a 6 (V-L),home,True,False
824240,2026-08-11,Cleveland Guardians @ Detroit Tigers,TOTALS,UNDER,53.6,8.0,10.0,OVER,False,False
823832,2026-08-11,Pittsburgh Pirates @ Miami Marlins,MONEYLINE,Miami Marlins,54.1,0.0,0 a 2 (V-L),home,True,False
823832,2026-08-11,Pittsburgh Pirates @ Miami Marlins,TOTALS,OVER,67.2,7.0,2.0,UNDER,False,False
823512,2026-08-11,Seattle Mariners @ New York Yankees,MONEYLINE,New York Yankees,62.4,0.0,1 a 4 (V-L),home,True,False
823512,2026-08-11,Seattle Mariners @ New York Yankees,TOTALS,UNDER,68.8,8.0,5.0,UNDER,True,False
822778,2026-08-11,Boston Red Sox @ Toronto Blue Jays,MONEYLINE,Boston Red Sox,50.0,0.0,3 a 5 (V-L),home,False,False
822778,2026-08-11,Boston Red Sox @ Toronto Blue Jays,TOTALS,UNDER,78.8,7.0,8.0,OVER,False,False
824886,2026-08-11,New York Mets @ Atlanta Braves,MONEYLINE,New York Mets,51.0,0.0,0 a 4 (V-L),home,False,False
824886,2026-08-11,New York Mets @ Atlanta Braves,TOTALS,UNDER,72.4,8.5,4.0,UNDER,True,False
823673,2026-08-11,Baltimore Orioles @ Minnesota Twins,MONEYLINE,Baltimore Orioles,53.4,0.0,5 a 2 (V-L),away,True,False
823673,2026-08-11,Baltimore Orioles @ Minnesota Twins,TOTALS,UNDER,70.8,9.5,7.0,UNDER,True,False
824563,2026-08-11,Cincinnati Reds @ Chicago White Sox,MONEYLINE,Chicago White Sox,62.9,0.0,5 a 4 (V-L),away,False,False
824563,2026-08-11,Cincinnati Reds @ Chicago White Sox,TOTALS,OVER,52.1,7.5,9.0,OVER,True,False
823019,2026-08-11,Philadelphia Phillies @ St. Louis Cardinals,MONEYLINE,Philadelphia Phillies,59.6,0.0,0 a 2 (V-L),home,False,False
823019,2026-08-11,Philadelphia Phillies @ St. Louis Cardinals,TOTALS,UNDER,75.4,8.0,2.0,UNDER,True,False
823997,2026-08-11,Texas Rangers @ Los Angeles Angels,MONEYLINE,Texas Rangers,78.0,0.0,2 a 3 (V-L),home,False,False
823997,2026-08-11,Texas Rangers @ Los Angeles Angels,TOTALS,UNDER,73.8,9.0,5.0,UNDER,True,False
825046,2026-08-11,Colorado Rockies @ Arizona Diamondbacks,MONEYLINE,Arizona Diamondbacks,52.8,0.0,3 a 2 (V-L),away,False,False
825046,2026-08-11,Colorado Rockies @ Arizona Diamondbacks,TOTALS,UNDER,66.2,9.5,5.0,UNDER,True,False
824970,2026-08-11,Tampa Bay Rays @ Athletics,MONEYLINE,Tampa Bay Rays,78.0,0.0,12 a 4 (V-L),away,True,False
824970,2026-08-11,Tampa Bay Rays @ Athletics,TOTALS,UNDER,75.4,10.5,16.0,OVER,False,False
823264,2026-08-11,Milwaukee Brewers @ San Diego Padres,MONEYLINE,Milwaukee Brewers,64.9,0.0,2 a 11 (V-L),home,False,False
823264,2026-08-11,Milwaukee Brewers @ San Diego Padres,TOTALS,UNDER,55.7,7.5,13.0,OVER,False,False
823917,2026-08-11,Kansas City Royals @ Los Angeles Dodgers,MONEYLINE,Kansas City Royals,57.2,0.0,4 a 5 (V-L),home,False,False
823917,2026-08-11,Kansas City Royals @ Los Angeles Dodgers,TOTALS,OVER,75.5,8.5,9.0,OVER,True,False
