id,fecha,partido,equipo_local,equipo_visitante,hora_inicio,estadio,abridor_local,era_local,abridor_visitante,era_visitante,mercado,ganador_proyectado,probabilidad_local,probabilidad_visitante,diferencia_probabilidad,solidez_modelo,marcador_proyectado,evaluacion,estado,generado_en,version_modelo,estado_es,evaluacion_es,mercado_es,total_carreras_esperadas,linea_mercado_ou,lado_recomendado_ou,probabilidad_over_ou,probabilidad_under_ou,origen_linea_ou
823667,2026-08-18,Atlanta Braves @ Minnesota Twins,Minnesota Twins,Atlanta Braves,2026-08-18,Target Field,Zebby Matthews,5.34,Tyler Mahle,4.64,Ganador del partido,Atlanta Braves,38.0%,62.1%,24.1%,72.32,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-18T20:00:03.129750,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
823667,2026-08-18,Atlanta Braves @ Minnesota Twins,Minnesota Twins,Atlanta Braves,2026-08-18,Target Field,Zebby Matthews,5.34,Tyler Mahle,4.64,Más/Menos carreras,N/A,61.6%,38.4%,23.2%,82.08,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-18T20:00:03.129763,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Más/Menos carreras,9.57,8.5,OVER,61.6,38.4,MARKET
823749,2026-08-18,Seattle Mariners @ Milwaukee Brewers,Milwaukee Brewers,Seattle Mariners,2026-08-18,American Family Field,Kyle Harrison,2.99,Bryce Miller,3.39,Ganador del partido,Milwaukee Brewers,57.5%,42.5%,15.1%,70.51,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-18T20:00:03.218893,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
823749,2026-08-18,Seattle Mariners @ Milwaukee Brewers,Milwaukee Brewers,Seattle Mariners,2026-08-18,American Family Field,Kyle Harrison,2.99,Bryce Miller,3.39,Más/Menos carreras,N/A,34.4%,65.6%,31.2%,85.28,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-18T20:00:03.218906,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Más/Menos carreras,6.62,7.5,UNDER,34.4,65.6,MARKET
822859,2026-08-18,Washington Nationals @ Texas Rangers,Texas Rangers,Washington Nationals,2026-08-18,Globe Life Field,Cal Quantrill,3.44,Jackson Kent,6.75,Ganador del partido,Texas Rangers,65.0%,35.0%,30.1%,73.81,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-18T20:00:03.320653,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
822859,2026-08-18,Washington Nationals @ Texas Rangers,Texas Rangers,Washington Nationals,2026-08-18,Globe Life Field,Cal Quantrill,3.44,Jackson Kent,6.75,Más/Menos carreras,N/A,69.4%,30.6%,38.8%,81.12,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-18T20:00:03.320669,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Más/Menos carreras,9.5,8.0,OVER,69.4,30.6,MARKET
824639,2026-08-18,Chicago White Sox @ Chicago Cubs,Chicago Cubs,Chicago White Sox,2026-08-18,Wrigley Field,Kevin Gausman,4.53,Bryan Hudson,3.14,Ganador del partido,Chicago Cubs,51.3%,48.7%,2.6%,51.7,N/A,⭐ Partido cerrado,READY,2026-08-18T20:00:03.401219,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
824639,2026-08-18,Chicago White Sox @ Chicago Cubs,Chicago Cubs,Chicago White Sox,2026-08-18,Wrigley Field,Kevin Gausman,4.53,Bryan Hudson,3.14,Más/Menos carreras,N/A,46.1%,53.9%,7.8%,66.62,N/A,⭐ Partido cerrado,READY,2026-08-18T20:00:03.401235,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.39,8.5,UNDER,46.1,53.9,MARKET
824154,2026-08-18,Los Angeles Angels @ Houston Astros,Houston Astros,Los Angeles Angels,2026-08-18,Daikin Park,Cristian Javier,6.68,George Klassen,5.52,Ganador del partido,Houston Astros,58.7%,41.3%,17.4%,0.0,N/A,NO_PLAY,READY,2026-08-18T20:00:03.548880,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,
824154,2026-08-18,Los Angeles Angels @ Houston Astros,Houston Astros,Los Angeles Angels,2026-08-18,Daikin Park,Cristian Javier,6.68,George Klassen,5.52,Más/Menos carreras,N/A,58.3%,41.7%,16.6%,0.0,N/A,NO_PLAY,READY,2026-08-18T20:00:03.548897,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,9.74,9.0,OVER,58.3,41.7,MARKET
824319,2026-08-18,Los Angeles Dodgers @ Colorado Rockies,Colorado Rockies,Los Angeles Dodgers,2026-08-18,Coors Field,Ryan Feltner,5.59,Eric Lauer,4.67,Ganador del partido,Los Angeles Dodgers,26.4%,73.6%,47.3%,84.66,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-18T20:00:03.643322,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,
824319,2026-08-18,Los Angeles Dodgers @ Colorado Rockies,Colorado Rockies,Los Angeles Dodgers,2026-08-18,Coors Field,Ryan Feltner,5.59,Eric Lauer,4.67,Más/Menos carreras,N/A,29.0%,71.0%,42.0%,89.6,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-18T20:00:03.643352,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,9.88,11.5,UNDER,29.0,71.0,MARKET
